Tiempo (s),Temperatura (°C),Potencia Luz (%),Potencia Luz Aplicada (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.004,22.65,0,,0.0,0
0.005,22.4,0,,0.0,0
0.227,22.38,0,,0.0,0
0.548,22.6,0,,0.0,0
0.864,22.5,0,,0.0,0
1.175,22.43,0,,0.0,0
1.486,22.5,0,,0.0,0
1.794,22.4,0,,0.0,0
2.104,22.57,0,,0.0,0
2.417,22.7,0,,0.0,0
2.728,22.79,0,,0.0,0
3.053,22.77,0,,0.0,0
3.366,22.68,0,,0.0,0
3.675,22.67,0,,0.0,0
3.978,22.5,,0.0,0.0,0
4.294,22.52,,0.0,0.0,0
4.607,22.52,,0.0,0.0,0
4.918,22.55,,0.0,0.0,0
5.228,22.89,,94.06,0.0,0
5.551,23.14,,86.8,0.0,0
5.861,23.52,,75.44,0.0,0
6.171,23.64,,72.16,0.0,0
6.485,23.83,,66.85,0.0,0
6.796,23.46,,78.42,0.0,0
7.103,23.42,,79.69,0.0,0
7.416,23.24,,85.5,0.0,0
7.742,23.14,,88.8,0.0,0
7.743,23.36,,82.49,0.0,0
8.053,23.34,,83.54,0.0,0
8.363,23.24,,86.82,0.0,0
8.677,23.53,,78.5,0.0,0
8.986,23.17,,89.38,0.0,0
9.296,23.27,,86.64,0.0,0
9.609,23.52,,79.63,0.0,0
9.921,23.44,,82.41,0.0,0
10.234,23.66,,76.1,180.0,0
10.542,23.88,,69.75,180.0,0
10.853,23.94,,67.93,180.0,0
11.168,24.16,,61.74,330.0,0
11.478,24.16,,61.92,330.0,0
11.805,24.13,,63.12,330.0,0
12.131,23.83,,72.42,330.0,0
12.442,23.89,,70.6,360.0,0
12.752,23.68,,77.61,360.0,0
13.063,23.76,,75.31,360.0,0
13.373,23.73,,76.54,120.0,0
13.686,23.61,,80.32,120.0,0
14.009,23.69,,78.04,120.0,0
14.306,23.36,,88.63,0.0,0
14.632,23.57,,82.33,0.0,0
14.946,23.52,,84.09,0.0,0
15.254,23.73,,78.27,0.0,0
15.564,23.64,,81.04,1350.0,0
15.569,23.81,,76.44,1350.0,0
15.874,23.94,,72.6,1350.0,0
16.188,23.88,,74.83,150.0,0
16.499,23.91,,74.03,150.0,0
16.807,23.98,,72.21,150.0,0
17.119,23.89,,75.15,30.0,0
17.431,23.94,,73.84,30.0,0
17.755,23.86,,76.58,30.0,0
18.057,23.91,,75.27,30.0,4
18.38,22.34,,100.0,5370.0,5
18.688,22.48,,100.0,5370.0,4
19.001,22.56,,100.0,5370.0,3
19.313,22.56,,100.0,58530.0,3
19.621,24.25,,67.1,58530.0,3
19.932,23.84,,79.62,58530.0,3
20.246,23.84,,79.84,52770.0,42
20.558,23.64,,86.13,52770.0,50
20.868,23.57,,88.4,52770.0,100
21.194,23.89,,79.0,52770.0,100
21.497,24.27,,68.24,47700.0,100
21.805,24.57,,59.28,47700.0,67
22.118,24.47,,62.46,47700.0,28
22.432,24.33,,66.68,22050.0,13
22.743,24.25,,69.39,22050.0,13
23.069,24.25,,69.74,22050.0,14
23.382,24.37,,66.36,52560.0,14
23.688,24.45,,63.99,52560.0,13
24.0,24.33,,67.69,52560.0,7
24.314,24.11,,74.46,52560.0,6
24.315,23.94,,79.91,52560.0,6
24.621,23.83,,83.67,52560.0,5
24.933,23.78,,85.4,52560.0,5
25.259,23.91,,81.57,53160.0,5
25.583,23.86,,83.3,53160.0,5
25.895,23.99,,79.67,53160.0,5
26.206,24.06,,77.84,52980.0,5
26.517,24.01,,79.56,52980.0,5
26.827,23.89,,83.31,52980.0,5
27.139,24.15,,75.9,52980.0,5
27.45,24.23,,73.73,51810.0,5
27.759,24.21,,74.42,51810.0,5
28.071,24.54,,64.94,51810.0,5
28.398,24.5,,66.1,49140.0,5
28.698,24.47,,67.27,49140.0,5
29.01,24.77,,58.41,49140.0,5
29.331,24.72,,60.06,47310.0,5
29.64,24.48,,67.3,47310.0,5
29.953,24.54,,65.92,47310.0,5
30.262,24.37,,71.15,47310.0,5
30.573,23.91,,85.21,47520.0,5
30.884,23.89,,85.92,47520.0,5
31.207,23.67,,92.73,47520.0,5
31.518,23.86,,87.37,53490.0,5
31.829,23.73,,91.64,53490.0,5
32.137,24.01,,83.46,53490.0,5
32.452,24.23,,77.06,54510.0,5
32.454,23.99,,84.35,54510.0,5
32.76,24.1,,81.51,54510.0,5
33.087,23.99,,84.74,52440.0,5
33.397,24.35,,74.42,52440.0,5
33.71,24.47,,71.04,52440.0,5
34.018,24.57,,68.14,52440.0,5
34.329,24.64,,66.25,49470.0,5
34.64,24.55,,68.95,49470.0,5
34.953,13.95,,100.0,49470.0,5
35.261,13.95,,100.0,53400.0,5
35.572,14.09,,100.0,53400.0,5
35.898,14.0,,100.0,53400.0,5
36.208,24.52,,76.26,56580.0,5
36.522,24.69,,71.3,56580.0,5
36.833,24.55,,75.5,56580.0,5
37.143,24.67,,72.08,56580.0,5
37.459,24.47,,78.3,50520.0,5
37.773,24.33,,82.69,50520.0,5
38.083,24.45,,79.3,50520.0,5
38.393,24.35,,82.51,51900.0,5
38.704,24.52,,77.6,51900.0,5
39.016,24.69,,72.66,51900.0,5
39.326,24.77,,70.36,50970.0,5
39.634,24.81,,69.47,50970.0,5
39.961,24.89,,67.04,50970.0,5
40.275,24.64,,74.78,50970.0,5
40.583,24.72,,72.38,49050.0,5
40.897,24.59,,76.73,49050.0,5
40.9,24.59,,76.87,49050.0,5
41.208,24.75,,71.93,50250.0,5
41.521,24.77,,71.55,50250.0,5
41.833,24.6,,76.76,50250.0,5
42.143,24.35,,84.67,50460.0,5
42.452,24.45,,81.77,50460.0,5
42.763,24.28,,87.01,50460.0,5
43.076,24.42,,83.11,50460.0,5
43.389,24.32,,86.32,53400.0,5
43.697,24.55,,79.51,53400.0,5
44.011,24.54,,80.16,53400.0,5
44.325,24.55,,79.8,53100.0,5
44.637,24.72,,74.86,53100.0,5
44.946,24.84,,71.41,53100.0,5
45.271,24.79,,73.23,51120.0,5
45.584,24.82,,72.33,51120.0,5
45.896,24.75,,74.49,51120.0,5
46.207,24.65,,77.67,51120.0,5
46.518,24.91,,70.17,49770.0,5
46.829,25.01,,67.32,49770.0,5
47.138,25.13,,63.85,49770.0,5
47.448,25.06,,65.98,48660.0,5
47.761,24.82,,73.2,48660.0,5
48.073,24.65,,78.41,48660.0,5
48.384,24.26,,90.4,49980.0,5
48.711,24.25,,91.09,49980.0,5
49.023,24.52,,83.11,49980.0,5
49.335,24.4,,86.8,49980.0,5
49.338,24.4,,86.96,54450.0,5
49.645,24.38,,87.78,54450.0,5
49.956,24.18,,94.06,54450.0,5
50.269,24.42,,87.14,54060.0,5
50.581,24.43,,86.79,54060.0,5
50.89,24.81,,75.9,54060.0,5
51.205,24.94,,71.95,53010.0,5
51.513,25.03,,69.5,53010.0,5
51.828,24.99,,70.62,53010.0,5
52.138,25.16,,65.62,53010.0,5
52.449,25.37,,59.62,48630.0,5
52.76,25.35,,60.19,48630.0,5
53.072,25.2,,64.83,48630.0,5
53.399,24.99,,71.04,46650.0,5
53.711,24.43,,87.95,46650.0,5
54.02,24.38,,89.8,46650.0,5
54.333,24.59,,83.85,52650.0,5
54.644,24.71,,80.43,52650.0,5
54.955,24.87,,75.49,52650.0,5
55.265,24.91,,74.59,52650.0,5
55.578,24.77,,78.89,52200.0,5
55.887,24.52,,86.64,52200.0,5
56.202,24.62,,83.74,52200.0,5
56.512,24.67,,82.35,52800.0,5
56.823,24.82,,77.89,52800.0,5
57.147,25.16,,67.95,52800.0,5
57.457,25.26,,64.97,50400.0,5
57.769,25.16,,68.11,50400.0,5
58.08,25.18,,67.68,50400.0,5
58.083,25.33,,63.15,50400.0,5
58.39,25.15,,68.91,46920.0,5
58.698,25.16,,68.49,46920.0,5
59.009,25.2,,67.55,46920.0,5
59.334,25.04,,72.24,46290.0,5
59.645,25.21,,67.24,46290.0,5
59.956,25.06,,71.99,46290.0,5
60.267,24.86,,78.21,49260.0,5
60.578,24.89,,77.3,49260.0,5
60.889,24.67,,84.03,49260.0,5
61.199,24.87,,78.06,49260.0,5
61.51,24.84,,79.32,52380.0,5
61.822,24.79,,80.97,52380.0,5
62.148,24.86,,79.06,52380.0,5
62.461,24.89,,78.15,52530.0,5
62.772,24.92,,77.24,52530.0,5
63.083,25.21,,68.75,52530.0,5
63.395,25.35,,64.75,49740.0,5
63.706,25.4,,63.28,49740.0,5
64.018,25.43,,62.32,49740.0,5
64.327,25.31,,65.95,47130.0,5
64.637,25.28,,67.12,47130.0,5
64.951,25.23,,68.72,47130.0,5
65.262,23.59,,100.0,47130.0,5
65.572,23.44,,100.0,49560.0,5
65.899,23.37,,100.0,49560.0,5
66.21,23.44,,100.0,49560.0,5
66.522,25.11,,73.64,58620.0,5
66.525,25.16,,72.2,58620.0,5
66.832,25.01,,76.85,58620.0,5
67.145,24.79,,83.69,50820.0,5
67.455,24.91,,80.21,50820.0,5
67.766,24.91,,80.32,50820.0,5
68.077,25.32,,68.2,50820.0,5
68.39,25.03,,76.93,51870.0,5
68.7,25.27,,69.95,51870.0,5
69.013,25.45,,64.4,51870.0,5
69.322,25.37,,67.02,48480.0,5
69.634,25.67,,57.91,48480.0,5
69.961,25.57,,61.02,48480.0,5
70.269,25.5,,63.16,46590.0,5
70.584,25.62,,59.62,46590.0,5
70.892,25.57,,61.19,46590.0,5
71.202,25.32,,68.89,46590.0,5
71.515,25.55,,61.75,47130.0,5
71.824,25.45,,64.9,47130.0,5
72.138,25.45,,64.96,47130.0,5
72.447,25.54,,62.47,47610.0,5
72.772,25.38,,67.16,47610.0,5
73.083,25.2,,72.81,47610.0,5
73.396,24.62,,90.37,49860.0,5
73.707,24.93,,81.29,49860.0,5
74.01,24.67,,89.08,49860.0,5
74.322,25.06,,77.49,49860.0,5
74.642,25.45,,65.85,52950.0,5
74.954,25.28,,71.07,52950.0,5
75.266,25.37,,68.59,52950.0,5
75.267,25.35,,69.17,48000.0,5
75.577,25.35,,69.23,48000.0,5
75.888,25.37,,68.79,48000.0,5
76.203,25.79,,56.1,48120.0,5
76.517,25.59,,62.25,48120.0,5
76.827,25.55,,63.32,48120.0,5
77.137,25.32,,70.5,48120.0,5
77.461,25.28,,71.6,47760.0,5
77.771,25.01,,79.89,47760.0,5
78.082,24.93,,82.55,47760.0,5
78.396,25.03,,79.61,50700.0,5
78.709,25.08,,78.17,50700.0,5
79.02,24.77,,87.45,50700.0,5
79.334,25.23,,73.89,52200.0,5
79.643,25.26,,72.95,52200.0,5
79.954,25.18,,75.58,52200.0,5
80.264,25.33,,71.08,52200.0,5
80.577,25.42,,68.66,50340.0,5
80.895,25.6,,63.08,50340.0,5
81.201,25.72,,59.53,50340.0,5
81.514,25.86,,55.46,48000.0,5
81.826,25.86,,55.48,48000.0,5
82.139,24.23,,100.0,48000.0,5
82.447,24.35,,100.0,48270.0,5
82.759,24.39,,100.0,48270.0,5
83.086,24.47,,97.74,48270.0,5
83.396,24.49,,97.38,48270.0,5
83.709,26.01,,51.68,57840.0,5
83.71,25.83,,57.31,57840.0,5
84.026,25.86,,56.3,57840.0,5
84.333,25.69,,61.43,45210.0,5
84.645,25.5,,67.08,45210.0,5
84.959,25.43,,69.29,45210.0,5
85.272,25.38,,70.89,49110.0,5
85.584,25.26,,74.51,49110.0,5
85.895,25.47,,68.45,49110.0,5
86.206,25.32,,73.11,49110.0,5
86.518,25.42,,70.15,49920.0,5
86.83,25.67,,62.55,49920.0,5
87.145,25.67,,62.59,49920.0,5
87.458,25.91,,55.45,48240.0,5
87.768,25.94,,54.43,48240.0,5
88.081,25.86,,57.01,48240.0,5
88.391,25.81,,58.56,45240.0,5
88.703,25.81,,58.58,45240.0,5
89.016,25.47,,68.85,45240.0,5
89.327,25.5,,67.87,45240.0,5
89.641,25.43,,70.02,47370.0,5
89.951,25.25,,75.72,47370.0,5
90.264,25.45,,69.66,47370.0,5
90.576,25.26,,75.34,49950.0,5
90.888,25.43,,70.3,49950.0,5
91.203,25.37,,72.48,49950.0,5
91.519,25.25,,76.12,50790.0,5
91.83,25.45,,70.06,50790.0,5
92.141,25.5,,68.57,50790.0,5
92.448,25.52,,68.11,49350.0,5
92.759,25.67,,63.6,49350.0,5
92.76,25.69,,63.12,49350.0,5
93.087,25.65,,64.17,49350.0,5
93.399,25.71,,62.68,47700.0,5
93.727,25.72,,62.19,47700.0,5
94.025,25.72,,62.25,47700.0,5
94.339,25.71,,62.79,47160.0,5
94.649,25.64,,64.86,47160.0,5
94.974,25.67,,63.87,47160.0,5
95.287,25.23,,77.26,48120.0,5
95.595,25.3,,75.28,48120.0,5
95.901,25.28,,75.86,48120.0,5
96.218,25.26,,76.45,48120.0,5
96.529,25.26,,76.52,51330.0,5
96.837,25.37,,73.57,51330.0,5
97.152,25.43,,71.59,51330.0,5
97.464,25.3,,75.75,50610.0,5
97.776,25.23,,77.85,50610.0,5
98.086,25.18,,79.47,50610.0,5
98.411,25.71,,63.69,50640.0,5
98.72,25.96,,56.01,50640.0,5
99.034,26.13,,50.92,50640.0,5
99.347,26.29,,46.27,50640.0,5
99.658,25.95,,56.51,45360.0,5
99.97,25.88,,58.59,45360.0,5
100.28,25.88,,58.6,45360.0,5
100.589,25.77,,61.71,45390.0,5
100.593,26.0,,55.07,45390.0,5
100.917,25.71,,63.78,45390.0,5
101.231,25.72,,63.3,46590.0,5
101.546,25.69,,64.36,46590.0,5
101.857,25.54,,69.01,46590.0,5
102.169,25.62,,66.5,46590.0,5
102.478,25.48,,70.66,48270.0,5
102.791,25.77,,61.99,48270.0,5
103.105,26.12,,51.72,48270.0,5
103.418,25.95,,56.8,46740.0,5
103.738,25.88,,58.86,46740.0,5
104.052,25.57,,68.12,46740.0,5
104.366,25.37,,74.4,47430.0,5
104.679,25.57,,68.34,47430.0,5
104.993,25.79,,61.69,47430.0,5
105.307,26.01,,55.04,47430.0,5
105.634,26.29,,46.83,47430.0,5
105.941,26.17,,50.38,47430.0,5
106.256,25.78,,62.15,47430.0,5
106.562,25.74,,63.2,44400.0,5
